SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw
 + c ESI Full pr 116.000 [100.000-400.000] 
Scan #:1208 
RT: 6.11 
AV: 1 
Data points: 66
Mass,Intensity
134.3330078125,90.8654327392578
142.417007446289,619.840759277344
162.1640625,19907.66015625
163.250015258789,63.7557144165039
164.414016723633,206.046676635742
165.420013427734,412.492492675781
168.919006347656,478.599853515625
171.167007446289,770.222839355469
177.417007446289,609.34375
178.857009887695,5.31865501403809
179.760009765625,566.698913574219
189.302062988281,445.358337402344
190.397003173828,934.369201660156
195.334014892578,935.537475585938
200.424011230469,334.004699707031
201.754013061523,160.622894287109
203.522064208984,3727.62915039063
204.250061035156,492.480072021484
208.194061279297,16358.5888671875
209.034057617188,3257.63916015625
213.086013793945,171.773544311523
219.209014892578,418.387420654297
227.185012817383,115.833129882813
233.500015258789,18.8898277282715
245.8330078125,455.907012939453
247.084014892578,152.599411010742
247.753005981445,112.489044189453
249.368057250977,3127.58032226563
253.832015991211,46.6684150695801
259.666015625,860.316345214844
263.252014160156,344.001159667969
267.444000244141,149.748031616211
273.312072753906,341.583587646484
282.003997802734,287.362121582031
293.167999267578,275.891845703125
299.596008300781,30.681884765625
307.907012939453,66.6026458740234
318.0830078125,682.728210449219
323.097015380859,21.9204063415527
332.346008300781,125.965324401855
333.835021972656,115.594818115234
335.419006347656,1927.18640136719
336.5,681.943786621094
340.587005615234,466.681701660156
341.385070800781,729.547668457031
342.010009765625,364.172149658203
343.062072753906,835.441040039063
344.8330078125,411.763854980469
346.166015625,1126.88427734375
349.175018310547,17.3277797698975
351.449005126953,143.125473022461
354.166015625,56.5387954711914
356.468017578125,553.058227539063
357.5830078125,79.1404876708984
358.585021972656,439.261108398438
365.259063720703,449.376647949219
369.561065673828,337.122680664063
371.175994873047,395.776397705078
375.585998535156,96.458854675293
376.259002685547,1863.64929199219
382.420013427734,286.745147705078
386.088012695313,290.748291015625
388.416015625,23.3311500549316
390.251007080078,204.240905761719
391.959045410156,516.947631835938
395.755004882813,348.043670654297
