SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw
 + c ESI Full pr 89.000 [100.000-400.000] 
Scan #:1155 
RT: 5.84 
AV: 1 
Data points: 51
Mass,Intensity
115.084007263184,97.5571212768555
119.5830078125,80.3002548217773
123.587013244629,249.377288818359
134.051055908203,4600.64501953125
135.033065795898,261.508026123047
146.339065551758,522.6171875
156.379013061523,133.578186035156
157.417007446289,1593.44775390625
160.85400390625,70.7397766113281
162.236053466797,128064.921875
163.026062011719,5233.10986328125
175.397064208984,3874.7744140625
176.753005981445,27.5155391693115
185.173004150391,961.6357421875
190.25700378418,205.750991821289
192.255004882813,407.069580078125
194.500015258789,108.674957275391
195.155014038086,21.3282413482666
203.521057128906,4277.54736328125
204.53401184082,315.688446044922
206.412002563477,20.53489112854
208.375061035156,1543.07470703125
209.416015625,158.235748291016
224.290008544922,152.182876586914
286.3330078125,339.512969970703
292.583068847656,495.171478271484
293.666015625,27.2364635467529
297.417999267578,601.767333984375
308.253021240234,270.846588134766
320.527008056641,36.0746231079102
326.3330078125,428.480041503906
331.667022705078,349.600494384766
339.917022705078,445.536407470703
340.736053466797,654.42919921875
341.772003173828,20.6916465759277
343.213073730469,216.047988891602
352.016021728516,16.9280414581299
353.140045166016,783.613586425781
354.252014160156,726.251281738281
357.382019042969,411.810302734375
368.916015625,15.6166505813599
371.416015625,160.276351928711
376.5830078125,991.528381347656
377.844024658203,26.2389316558838
379.25,192.135192871094
382.424011230469,39.8780403137207
386.085021972656,847.833374023438
390.917022705078,50.5279388427734
394.002014160156,679.878967285156
398.425048828125,2137.38549804688
399.516021728516,641.512817382813
