SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw
 + c ESI Full pr 130.100 [100.000-400.000] 
Scan #:1500 
RT: 7.58 
AV: 1 
Data points: 56
Mass,Intensity
160.01106262207,2104.95043945313
174.075012207031,206.735443115234
189.8330078125,317.344116210938
191.129058837891,530.290161132813
201.586013793945,508.288909912109
204.250015258789,306.623779296875
205.669006347656,595.27685546875
223.250015258789,358.217437744141
229.667007446289,266.134490966797
244.252014160156,282.620300292969
247.00700378418,82.9282760620117
252.335006713867,767.516296386719
257,148.613128662109
260.888000488281,810.715698242188
266.615020751953,264.8291015625
268.080017089844,35.2304649353027
281.585021972656,45.357048034668
283.183074951172,1752.9091796875
286.252014160156,716.47021484375
292.256011962891,772.876892089844
295.040069580078,184.438583374023
298.335998535156,53.6004447937012
305.552062988281,1955.42468261719
306.236999511719,66.5467987060547
307.752014160156,548.78271484375
311.001007080078,117.344085693359
315.166015625,235.779373168945
324.25,86.1733627319336
328.431060791016,415.757690429688
333.830017089844,486.975982666016
335.180023193359,126.660034179688
336.001007080078,333.099426269531
338.337005615234,646.373840332031
346.166015625,28.0392532348633
351.425018310547,306.626678466797
352.835021972656,585.557739257813
356.251068115234,12766.9375
357.347045898438,328.403930664063
358.384002685547,1666.62902832031
360.511016845703,106.153930664063
365.501007080078,344.258392333984
367.167022705078,62.9038887023926
371.166015625,565.912231445313
373.446044921875,12655.06640625
374.540069580078,8561.1103515625
375.529022216797,373.042449951172
376.3330078125,258.127716064453
377.506011962891,19.0678329467773
380.335998535156,795.256774902344
384.236053466797,138.208038330078
387.167022705078,119.373443603516
390.501068115234,1088.22131347656
391.527069091797,1098.27294921875
396.502014160156,639.121704101563
397.5,571.745788574219
398.516998291016,51.0824661254883
