SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw
 + c ESI Full pr 116.000 [100.000-400.000] 
Scan #:792 
RT: 4.00 
AV: 1 
Data points: 115
Mass,Intensity
145.920013427734,42.2837791442871
156.5830078125,22.2586765289307
159.407012939453,388.799560546875
160.543060302734,236.891555786133
162.153060913086,4181.52587890625
170.084014892578,277.737731933594
172.278060913086,822.161499023438
177.917007446289,1690.93884277344
179.793060302734,1889.92565917969
185.103012084961,61.7400932312012
185.841003417969,17.4698696136475
190.283065795898,1296.04321289063
191.006011962891,572.702880859375
194.146011352539,703.216186523438
198.263061523438,472.890045166016
203.334014892578,143.590927124023
204.129058837891,121.946678161621
206.227066040039,33229.5390625
207.687057495117,8515.19140625
208.559066772461,2085.876953125
210.167007446289,464.783935546875
214.417007446289,1066.3759765625
222.422012329102,51.3450660705566
224.501007080078,70.178108215332
227.331008911133,20.9500255584717
235.980056762695,2685.83349609375
237.505004882813,107.052055358887
239.751007080078,32.974666595459
243.917007446289,291.91943359375
246.086013793945,183.596908569336
247.612014770508,3742.34301757813
249.092010498047,322.091522216797
251.417007446289,27.9088706970215
254.89306640625,476.770751953125
259.421997070313,217.37907409668
261.255004882813,214.278854370117
262.420013427734,107.290107727051
264.425018310547,1463.53881835938
266.593017578125,224.718704223633
270.265014648438,496.039276123047
271.39599609375,301.21435546875
273.570007324219,169.305770874023
276.262023925781,100.255126953125
277.919006347656,224.242691040039
279.301055908203,154195.234375
280.248046875,16706.5078125
281.119995117188,235.644134521484
281.75,494.757904052734
282.594024658203,94.8640594482422
287.928070068359,548.123291015625
293.084014892578,47.1874618530273
296.8330078125,332.420013427734
300.611022949219,485.701934814453
301.585021972656,160.156723022461
303.384002685547,888.5556640625
304.167022705078,20.4943561553955
305.680999755859,460.050903320313
306.916015625,33.5275993347168
309,439.926422119141
310.085021972656,633.034729003906
311.75,58.7169189453125
312.666015625,60.9578590393066
316.339050292969,58.8042449951172
319.748016357422,676.186218261719
320.623046875,2144.55786132813
321.522064208984,1947.48461914063
325.334045410156,718.302062988281
326.166015625,345.207305908203
327.278015136719,993.417846679688
328.231048583984,682.127563476563
329.593048095703,1779.69714355469
331.753021240234,97.2041168212891
334.523010253906,414.392150878906
335.4990234375,28.3085403442383
338.087005615234,884.150512695313
340.416015625,473.945495605469
341.837005615234,232.721099853516
343.346069335938,1033.57666015625
345.026000976563,2619.74584960938
346.106018066406,432.440887451172
347.496002197266,90.9974899291992
349.417999267578,485.496154785156
351.055053710938,687.296264648438
352.25,615.196411132813
353.595001220703,38.518009185791
355.770050048828,1400.921875
358.639068603516,725.000793457031
359.443023681641,78.5756530761719
360.3330078125,436.349029541016
362.251007080078,105.532737731934
363.669006347656,911.933532714844
365.924011230469,571.059204101563
366.667022705078,152.533615112305
368.516021728516,158.634002685547
370.438018798828,57.3258438110352
372.544067382813,642.615661621094
373.348999023438,333.356994628906
374.817047119141,870.968627929688
375.597015380859,761.823974609375
378.447052001953,754.644104003906
380.170013427734,179.529876708984
381.544067382813,717.339416503906
382.257019042969,293.152008056641
384.417022705078,60.6201133728027
386.875,723.638916015625
387.666046142578,1023.38995361328
388.5830078125,268.335174560547
390.334014892578,605.390502929688
391.190063476563,1978.49011230469
392.043060302734,776.799438476563
392.916015625,478.148559570313
393.731018066406,85.2125244140625
395.093048095703,662.662048339844
398.968048095703,602.241027832031
399.917022705078,634.757263183594
