SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw
 + c ESI Full pr 116.000 [100.000-400.000] 
Scan #:1386 
RT: 7.01 
AV: 1 
Data points: 47
Mass,Intensity
118.335006713867,552.531799316406
148.770004272461,44.5052680969238
157.258010864258,219.383529663086
158.254013061523,702.495483398438
159.500015258789,403.648590087891
160.234008789063,1677.32214355469
162.294067382813,13479.55859375
163.124053955078,1082.94409179688
175.668014526367,609.33447265625
177.279052734375,816.169677734375
180.251007080078,28.3244590759277
190.502014160156,1275.52502441406
198.18701171875,1742.45568847656
203.183059692383,2841.20483398438
204.251007080078,217.294036865234
208.097061157227,5449.78271484375
208.840057373047,655.305053710938
221.217010498047,43.3860816955566
224.348007202148,342.653045654297
231.349014282227,246.426712036133
233.250061035156,380.284210205078
234.086013793945,395.438629150391
247.364013671875,115.144454956055
249.306060791016,1017.7998046875
250.417007446289,144.820907592773
254.3330078125,350.910583496094
264.75,182.77751159668
275.8720703125,195.846893310547
302.921020507813,26.7316741943359
305.167022705078,717.9482421875
306.428009033203,140.210433959961
317.251007080078,768.3642578125
318.923004150391,49.5666961669922
324.054016113281,215.150100708008
336.4990234375,20.4474811553955
338.253021240234,1031.42565917969
339.436004638672,269.634002685547
343.917022705078,508.585693359375
347.587005615234,15.7694187164307
353.826019287109,15.7041368484497
355.263000488281,164.885131835938
356.921997070313,369.464233398438
371.839996337891,163.25309753418
375.503021240234,987.47119140625
376.357025146484,100.597473144531
377.252014160156,683.830322265625
394.25,1200.98620605469
