SPECTRUM - MS
D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw
 + c ESI Full pr 130.100 [100.000-400.000] 
Scan #:1390 
RT: 7.03 
AV: 1 
Data points: 72
Mass,Intensity
130.631011962891,73.8342742919922
158.467010498047,515.006164550781
159.750015258789,776.103698730469
171.516006469727,138.218383789063
176.148010253906,135.864028930664
187.5830078125,108.687660217285
188.750015258789,682.884033203125
190.308059692383,7251.00634765625
205.051055908203,588.065002441406
210.255004882813,28.3779373168945
212.000015258789,304.000885009766
216.380004882813,572.408508300781
219.000015258789,194.01057434082
234.316009521484,249.300964355469
241.780059814453,137.260711669922
243.420013427734,45.177734375
246.8330078125,524.802001953125
259.307006835938,908.42236328125
269.001007080078,170.750045776367
271.416015625,296.188385009766
275.084014892578,851.558532714844
277.414001464844,221.423065185547
282.8330078125,40.1166572570801
285.820007324219,155.082489013672
286.667022705078,504.423583984375
291.263061523438,1116.50671386719
296.188018798828,25.7676849365234
305.505004882813,1592.46081542969
307.584014892578,179.865982055664
308.312072753906,257.139984130859
310.344024658203,561.984375
311.166015625,169.056854248047
314.890045166016,862.684143066406
317.629058837891,506.881500244141
318.417022705078,46.5681915283203
320.669006347656,1249.28344726563
329.5830078125,491.493103027344
330.253997802734,582.415954589844
333.334014892578,370.647338867188
335.096008300781,27.934024810791
337.085021972656,686.963317871094
338.316009521484,7.36578416824341
341.597045898438,1120.57788085938
342.503021240234,549.835327148438
347.917022705078,513.894592285156
349.835021972656,197.084487915039
351.667999267578,405.607818603516
353.420013427734,174.037796020508
354.841064453125,394.093963623047
356.166015625,281.694580078125
356.916015625,35.2101860046387
357.669067382813,430.640869140625
359.326019287109,547.901245117188
360.425048828125,82.4662094116211
361.466064453125,533.007080078125
362.584014892578,978.598388671875
364.338012695313,385.461700439453
365.334014892578,175.480529785156
368.373016357422,130.034408569336
371.468017578125,1664.39709472656
372.555053710938,1074.7333984375
373.394012451172,658.65576171875
377.39501953125,199.437622070313
382.667022705078,33.8161354064941
387.848022460938,133.133666992188
390.167999267578,44.8683967590332
391.906066894531,1052.70068359375
393.713073730469,640.196105957031
395.455017089844,12.4297142028809
398.003021240234,225.127716064453
399.166015625,95.6586227416992
400,1469.10803222656
