ID,m/z,m.z_Floor,RT,RT_Floor,RT_Ceiling,Adduct,Height,Area,MatchScore,Gaussian,S/N
0,97.07641,97,0.51549017,0.5,0.75,[M+H]+,788511,2445925.346,0,0.470896,27.32294
1,394.35248,394,0.51549017,0.5,0.75,[M+H]+,96566.4375,317520.3191,0,0.4755703,1931.329
2,453.39673,453,0.51549017,0.5,0.75,[M+H]+,23063.8125,74086.31369,0,0.7274782,461.2762
3,96.04479,96,0.52189013,0.5,0.75,[M+H]+,647545,3461135.606,0,0.571744,46.8096
4,103.95536,104,0.52189013,0.5,0.75,[M+H]+,1161886.438,3882464.572,0,0.6815975,276.318
5,105.95355,106,0.52189013,0.5,0.75,[M+H]+,470311.125,1578190.808,0,0.5165938,155.4563
6,121.96658,122,0.52189013,0.5,0.75,[M+H]+,35560,128878.9367,0,0.5877434,9.663486
7,136.11224,136,0.52189013,0.5,0.75,[M+H]+,94969.6875,318822.5766,0,0.7056448,4.854699
8,144.98235,145,0.52189013,0.5,0.75,[M+H]+,56278523.19,191713237.3,0,0.6763682,182.4179
9,145.98515,146,0.52189013,0.5,0.75,[M+H]+,2770062.25,9277877.979,0,0.6196074,14.38446
10,146.97995,147,0.52189013,0.5,0.75,[M+H]+,27022566,90848065.1,0,0.7049208,216.1476
11,147.98318,148,0.52189013,0.5,0.75,[M+H]+,1400732.563,6244898.623,0,0.4821181,782.0978
12,184.98546,185,0.52189013,0.5,0.75,[M+H]+,2136055.313,11535486.58,0,0.5358356,123.4587
13,186.98088,187,0.52189013,0.5,0.75,[M+H]+,793617.3125,3743869.688,0,0.5186499,13.34768
14,188.97842,189,0.52189013,0.5,0.75,[M+H]+,85649.4375,280982.4112,0,0.5776111,4.816828
15,191.97777,192,0.52189013,0.5,0.75,[M+H]+,52561.8125,174705.4202,0,0.5817344,12.88243
16,200.23718,200,0.52189013,0.5,0.75,[M+H]+,89181.4375,303780.0783,0,0.6969061,1783.629
17,214.25262,214,0.52189013,0.5,0.75,[M+H]+,116061.9375,395069.343,0,0.7145339,6.688511
18,257.22208,257,0.52189013,0.5,0.75,[M+H]+,170799.875,567097.1234,0,0.6193302,5.140533
19,439.38187,439,0.52189013,0.5,0.75,[M+H]+,28826.5625,99427.20598,0,0.6851492,576.5313
20,520.50946,521,0.52189013,0.5,0.75,[M+H]+,53811.125,187060.6265,0,0.5460824,1076.223
21,526.43195,526,0.52189013,0.5,0.75,[M+H]+,63865.5625,222943.7016,0,0.7003589,1277.311
22,538.51947,539,0.52189013,0.5,0.75,[M+H]+,44962.5,153066.6276,0,0.7064484,899.25
23,71.95255,72,0.56387555,0.5,0.75,[M+H]+,736142.375,3170231.788,0,0.7409899,48.03747
24,74.03269,74,0.56387555,0.5,0.75,[M+H]+,23242257.38,114911789.1,0,0.7875433,753.4518
25,75.03277,75,0.56387555,0.5,0.75,[M+H]+,1100918.5,5496269.169,0,0.795854,328.9662
26,82.0142,82,0.56387555,0.5,0.75,[M+H]+,73744654.69,358469693.6,0,0.8191165,5230.48
27,84.01178,84,0.56387555,0.5,0.75,[M+H]+,8288414.25,40242829.32,0,0.8443246,69.15617
28,84.96008,85,0.56387555,0.5,0.75,[M+H]+,49143233.75,218825437.9,0,0.8389844,3374.242
29,89.50697,90,0.56387555,0.5,0.75,[M+H]+,230774.25,979623.1044,0,0.7187101,20.46066
30,110.00883,110,0.56387555,0.5,0.75,[M+H]+,121216821.8,558787061.8,0,0.8848608,1978.834
31,117.99755,118,0.56387555,0.5,0.75,[M+H]+,15269676.94,65139943.62,0,0.8014808,50.655
32,125.98618,126,0.56387555,0.5,0.75,[M+H]+,259147895,1320053770,0,0.732425,9123.075
33,126.98949,127,0.56387555,0.5,0.75,[M+H]+,9487795.25,47832950.61,0,0.8051275,335.2875
34,139.98772,140,0.56387555,0.5,0.75,[M+H]+,850754.8125,4895320.63,0,0.9309988,43.18088
35,198.93976,199,0.56387555,0.5,0.75,[M+H]+,9862447.313,44014626.45,0,0.8342525,318.8488
36,214.91724,215,0.56387555,0.5,0.75,[M+H]+,7026466.75,31920502.14,0,0.5883167,433.3038
37,223.98872,224,0.56387555,0.5,0.75,[M+H]+,11577032.94,53943835.67,0,0.870826,46.73632
38,224.98956,225,0.56387555,0.5,0.75,[M+H]+,2391139.938,10718438.78,0,0.6511058,20.53028
39,70.01292,70,0.58211303,0.5,0.75,[M+H]+,3630900.063,18551392.69,0,0.8982754,630.7256
40,72.08133,72,0.58211303,0.5,0.75,[M+H]+,889938.875,5565995.881,0,0.8170224,58.2481
41,73.02806,73,0.58211303,0.5,0.75,[M+H]+,432245.1875,2183411.006,0,0.7526097,188.0342
42,82.53761,83,0.58211303,0.5,0.75,[M+H]2+,112953486.7,569209626.6,0,0.9064496,66018.79
43,83.03797,83,0.58211303,0.5,0.75,[M+H]2+,22305009.75,112205718.2,0,0.9257285,48.90549
44,83.53638,84,0.58211303,0.5,0.75,[M+H]2+,17995398.88,89961019.33,0,0.9958967,15156.78
45,90.52633,91,0.58211303,0.5,0.75,[M+H]+,108739241.4,552409772.8,0,0.8929621,13737.89
46,92.04321,92,0.58211303,0.5,0.75,[M+2H]2+,2636731.938,13359028.51,0,0.7813339,1247.095
47,92.52285,93,0.58211303,0.5,0.75,[M+H]+,2294696.75,11659044.82,0,0.8517714,1536.083
48,94.04555,94,0.58211303,0.5,0.75,[M+2H]2+,1002717246,5163473834,0,0.986612,37621.41
49,94.54623,95,0.58211303,0.5,0.75,[M+2H]2+,164243451.8,848944722.7,0,0.9276923,348700
50,95.04411,95,0.58211303,0.5,0.75,[M+2H]2+,154179596,789240031.8,0,0.9907433,5138.309
51,95.54578,96,0.58211303,0.5,0.75,[M+2H]2+,15258056.13,77862690.56,0,0.9750442,9341.964
52,97.99169,98,0.58211303,0.5,0.75,[M+H]+,59614674.94,311967452.6,0,0.9542953,2728.114
53,98.99494,99,0.58211303,0.5,0.75,[M+H]+,1503973.438,7764911.94,0,0.8179958,40.28924
54,99.53152,100,0.58211303,0.5,0.75,[M+2H]2+,19601665.5,100614300.2,0,0.791207,3256.571
55,101.0534,101,0.58211303,0.5,0.75,[M+H]+,3346789.5,17373570.9,0,0.8291088,100.3893
56,102.03418,102,0.58211303,0.5,0.75,[M+2H]2+,924144234.8,4718383046,0,0.9669838,10947.11
57,102.53564,103,0.58211303,0.5,0.75,[M+2H]2+,87668718.44,449666771.4,0,0.9760043,58197.93
58,102.97044,103,0.58211303,0.5,0.75,[M+H]+,395075.3125,2219832.772,0,0.8602802,340.3301
59,103.05048,103,0.58211303,0.5,0.75,[M+2H]2+,35594955.5,189052974,0,0.8854551,2234.704
60,103.54812,104,0.58211303,0.5,0.75,[M+2H]2+,11513722.13,59222871.19,0,0.9159184,4064.106
61,104.03049,104,0.58211303,0.5,0.75,[M+NH4]2+,20548462.75,103675750,0,0.9665301,887.1621
62,104.53225,105,0.58211303,0.5,0.75,[M+NH4]2+,2299540.5,11482195.65,0,0.9524422,2781.102
63,109.04198,109,0.58211303,0.5,0.75,[M+H]+,2270743.125,11655239.02,0,0.8915447,95.6536
64,111.03936,111,0.58211303,0.5,0.75,[M+2H]2+,114314160.4,579600585.7,0,0.920721,1163.596
65,111.54099,112,0.58211303,0.5,0.75,[M+2H]2+,16738630.25,85489563.21,0,0.894689,655.7434
66,113.03574,113,0.58211303,0.5,0.75,[M+H]+,2001726.75,10684691.15,0,0.7591168,54.14679
67,118.54765,119,0.58211303,0.5,0.75,[M+H]+,266804.875,1334238.889,0,0.6648494,636.213
68,123.04046,123,0.58211303,0.5,0.75,[M+Na]+,245225624.9,1262218344,0,0.9067934,978.4478
69,124.0412,124,0.58211303,0.5,0.75,[M+Na]+,40581485,218445881.3,0,0.7826507,421.0642
70,124.54366,125,0.58211303,0.5,0.75,[M+H]+,2428563.063,11998607.51,0,0.8414657,780.4604
71,125.03796,125,0.58211303,0.5,0.75,[M+Na]+,34184852.75,176678636.5,0,0.9240314,361.0141
72,128.01929,128,0.58211303,0.5,0.75,[M+H]+,9725491.438,58305426.8,0,0.8309954,147.3475
73,129.02011,129,0.58211303,0.5,0.75,[M+H]+,1707476.063,9715928.205,0,0.9122685,108.476
74,129.55493,130,0.58211303,0.5,0.75,[M+H]+,170761.375,818651.5787,0,0.7105266,53.64603
75,138.02744,138,0.58211303,0.5,0.75,[M+H]+,6192243.75,31974778.15,0,0.7760548,103.3461
76,138.51068,139,0.58211303,0.5,0.75,[M+H]+,7938256.063,40783429.48,0,0.6929336,2325.839
77,139.01784,139,0.58211303,0.5,0.75,[M+NH4]2+,95963464.56,479048437.5,0,0.8521907,3504.721
78,139.52719,140,0.58211303,0.5,0.75,[M+NH4]2+,2074410.563,10148211.71,0,0.951908,660.7966
79,140.52597,141,0.58211303,0.5,0.75,[M+Na]+,539116.3125,2604947.624,0,0.9724579,1015.969
80,141.05083,141,0.58211303,0.5,0.75,[M+H]+,11888910.06,61911986.74,0,0.8476744,343.5808
81,142.58954,143,0.58211303,0.5,0.75,[M+H]+,1388054.625,7157454.2,0,0.8723196,258.8183
82,143.0108,143,0.58211303,0.5,0.75,[M+H]+,2108349.375,10581835.91,0,0.7742954,54.34185
83,143.9968,144,0.58211303,0.5,0.75,[M+H]+,16754980.06,92289163.23,0,0.6030797,361.4466
84,146.49947,146,0.58211303,0.5,0.75,[M+H]+,2458364.438,11800587.17,0,0.9206265,483.3842
85,151.03522,151,0.58211303,0.5,0.75,[M+2H]2+,430240991.3,2247005215,0,0.8726912,2300.276
86,151.53587,152,0.58211303,0.5,0.75,[M+2H]2+,665262.75,3170730.361,0,0.8948835,1320.292
87,152.03595,152,0.58211303,0.5,0.75,[M+NH4]+,66691517.31,349848796.2,0,0.8738714,982.135
88,153.03268,153,0.58211303,0.5,0.75,[M+NH4]+,65882109.75,346326255.3,0,0.8682251,1605.902
89,156.99049,157,0.58211303,0.5,0.75,[M+Na]+,525302.3125,2865998.709,0,0.7213368,36.69829
90,165.06764,165,0.58211303,0.5,0.75,[M+H]+,11070338.69,57457015.54,0,0.8258018,42.26565
91,167.0127,167,0.58211303,0.5,0.75,[M+H]+,407218796.1,2081195647,0,0.8060556,3474.146
92,168.01599,168,0.58211303,0.5,0.75,[M+H]+,23670150.38,119936299.8,0,0.7901885,863.8793
93,171.00546,171,0.58211303,0.5,0.75,[M+H]+,8395192.75,42551068.13,0,0.841557,71.09049
94,180.04431,180,0.58211303,0.5,0.75,[M+H]+,8029080.188,39067527.8,0,0.6607585,174.2329
95,181.98807,182,0.58211303,0.5,0.75,[M+H]+,643084.4375,3306307.011,0,0.9079576,119.3543
96,193.06183,193,0.58211303,0.5,0.75,[M+H]+,3309388.063,17018175.71,0,0.8469514,110.4941
97,194.05931,194,0.58211303,0.5,0.75,[M+H]+,4511245.688,23370142.08,0,0.7814949,3.994668
98,209.04245,209,0.58211303,0.5,0.75,[M+H]+,2708669.375,14479620.94,0,0.8041437,28.65788
99,213.01811,213,0.58211303,0.5,0.75,[M+Na]+,4805665.313,25163868.12,0,0.8729622,116.8925
100,228.61386,229,0.58211303,0.5,0.75,[M+H]+,1131478.625,6173784.942,0,0.8250886,59.06262
101,239.96632,240,0.58211303,0.5,0.75,[M+H]+,37785428,197269563.5,0,0.6841418,3137.286
102,240.96747,241,0.58211303,0.5,0.75,[M+H]+,3469971.688,18231546.23,0,0.736894,36.99998
103,241.96402,242,0.58211303,0.5,0.75,[M+H]+,5175149.75,26673575.38,0,0.9511625,88.86494
104,255.94385,256,0.58211303,0.5,0.75,[M+H]+,13490664.75,69031348.73,0,0.8770955,260.5066
105,256.94724,257,0.58211303,0.5,0.75,[M+H]+,668856.3125,3469258.577,0,0.8969542,13377.13
106,257.97687,258,0.58211303,0.5,0.75,[M+H]+,5277714.188,26473644.04,0,0.8146924,35.54108
107,259.93683,260,0.58211303,0.5,0.75,[M+H]+,670160.25,3515987.077,0,0.7628222,9.373292
108,265.01538,265,0.58211303,0.5,0.75,[M+H]+,36239279.06,182182719.3,0,0.8990166,1962.279
109,266.01627,266,0.58211303,0.5,0.75,[M+H]+,9057896.563,44881985.38,0,0.9131856,3260.11
110,267.01279,267,0.58211303,0.5,0.75,[M+H]+,9788562.938,48438187.5,0,0.6611981,478.5191
111,269.0105,269,0.58211303,0.5,0.75,[M+NH4]+,991508.3125,4780984.092,0,0.885272,7.319636
112,273.95438,274,0.58211303,0.5,0.75,[M+Na]+,1362704.625,7033278.399,0,0.8212028,27254.09
113,280.99289,281,0.58211303,0.5,0.75,[M+H]+,46709060.13,229064137.1,0,0.8494122,1607.653
114,281.99445,282,0.58211303,0.5,0.75,[M+H]+,6358719.313,31482817.5,0,0.8271258,108.582
115,282.99045,283,0.58211303,0.5,0.75,[M+Na]+,6949115.313,34287709.68,0,0.8482882,283.538
116,284.02686,284,0.58211303,0.5,0.75,[M+NH4]+,629828.375,3130924.721,0,0.8932089,4.594718
117,284.98581,285,0.58211303,0.5,0.75,[M+H]+,858424.6875,4126754.466,0,0.8990881,17168.49
118,296.97049,297,0.58211303,0.5,0.75,[M+H]+,11041798.5,54910540.07,0,0.8428474,216.4193
119,297.97366,298,0.58211303,0.5,0.75,[M+H]+,728420.3125,3710659.944,0,0.8379699,14568.41
120,300.96317,301,0.58211303,0.5,0.75,[M+H]+,679428.0625,3384114.388,0,0.7881754,11.00931
121,325.45865,325,0.58211303,0.5,0.75,[M+H]+,1693882.188,8012780.205,0,0.9287098,33877.64
122,334.44617,334,0.58211303,0.5,0.75,[M+H]+,350744.9375,1688687.289,0,0.8743179,7014.899
123,337.96899,338,0.58211303,0.5,0.75,[M+H]+,450222.4375,2230755.587,0,0.8007917,9004.449
124,341.43643,341,0.58211303,0.5,0.75,[M+H]+,370075.6875,1791253.282,0,0.9774818,43.8695
125,353.94785,354,0.58211303,0.5,0.75,[M+H]+,1697942.813,8565123.269,0,0.8761123,203.9555
126,354.94757,355,0.58211303,0.5,0.75,[M+H]+,424016.5,2133727.527,0,0.808557,34.70408
127,355.94516,356,0.58211303,0.5,0.75,[M+H]+,387995.25,1939650.09,0,0.8065053,46.14906
128,369.92435,370,0.58211303,0.5,0.75,[M+H]+,2670712.938,13427310.82,0,0.8617162,53414.26
129,370.92642,371,0.58211303,0.5,0.75,[M+H]+,281134.1875,1421732.488,0,0.8390626,5622.684
130,371.95776,372,0.58211303,0.5,0.75,[M+H]+,442445.75,2207228.83,0,0.905979,8848.915
131,390.43842,390,0.58211303,0.5,0.75,[M+H]+,834615.5625,4037959.648,0,0.9145738,16692.31
132,394.97406,395,0.58211303,0.5,0.75,[M+H]+,976563.75,4806464.616,0,0.7821963,19531.28
133,396.93976,397,0.58211303,0.5,0.75,[M+H]+,346824.6875,1740163.643,0,0.7427357,6936.494
134,398.4263,398,0.58211303,0.5,0.75,[M+H]+,555878,2631707.107,0,0.9574566,11117.56
135,410.95056,411,0.58211303,0.5,0.75,[M+H]+,882568.625,4419237.712,0,0.7639448,17651.37
136,426.92752,427,0.58211303,0.5,0.75,[M+H]+,482354.0625,2373563.259,0,0.8577245,9647.081
137,71.57117,72,0.59988825,0.5,0.75,[M+H]+,674869.9375,3335746.779,0,0.8970504,527.824
138,79.01844,79,0.59988825,0.5,0.75,[M+H]+,1026338.625,5741731.192,0,0.7649319,69.87463
139,89.10783,89,0.59988825,0.5,0.75,[M+H]+,792722.125,4188835.766,0,0.8584877,146.9227
140,91.54285,92,0.59988825,0.5,0.75,[M+2H]2+,7813482.063,39970201.02,0,0.8441901,2787.915
141,100.02467,100,0.59988825,0.5,0.75,[M+2H]2+,5219275.125,27177905.4,0,0.7624238,159.0945
142,101.53019,102,0.59988825,0.5,0.75,[M+H]+,553954.5,2806831.432,0,0.7263582,2201.701
143,103.12313,103,0.59988825,0.5,0.75,[M+H]+,972635.5,5052658.819,0,0.7063375,234.2927
144,108.53667,109,0.59988825,0.5,0.75,[M+H]+,853452.0625,4299165.514,0,0.7010891,456.8556
145,109.5788,110,0.59988825,0.5,0.75,[M+H]+,1261213.063,6470457.523,0,0.7294503,224.1413
146,112.08711,112,0.59988825,0.5,0.75,[M+H]+,21359172.69,115372665.1,0,0.7017201,171.0009
147,115.08674,115,0.59988825,0.5,0.75,[M+H]+,3283932,18052182.28,0,0.8194437,66.29105
148,117.57604,118,0.59988825,0.5,0.75,[M+H]+,577476.3125,2776066.07,0,0.9527531,135.851
149,131.55247,132,0.59988825,0.5,0.75,[M+H]+,1571977.125,8000575.862,0,0.7550091,47.99411
150,133.10515,133,0.59988825,0.5,0.75,[M+H]+,17680185.13,117547353.9,0,0.7624598,750.8686
151,138.10246,138,0.59988825,0.5,0.75,[M+H]+,1757332.5,10141328.98,0,0.792479,130.2964
152,142.05186,142,0.59988825,0.5,0.75,[M+H]+,1799915.75,12593889.73,0,0.8293803,27.28984
153,147.11278,147,0.59988825,0.5,0.75,[M+H]+,165554867.2,1115693772,0,0.7460018,1324.828
154,152.11053,152,0.59988825,0.5,0.75,[M+H]+,578567.0625,4705186.517,0,0.7125401,16.13289
155,153.99323,154,0.59988825,0.5,0.75,[M+H]+,433938.75,2248298.617,0,0.8751543,58.28698
156,169.04558,169,0.59988825,0.5,0.75,[M+H]+,24450070.25,130853246.7,0,0.6681368,446.5319
157,171.99144,172,0.59988825,0.5,0.75,[M+H]+,1769834.125,9811400.68,0,0.891064,108.649
158,182.98488,183,0.59988825,0.5,0.75,[M+H]+,1493022.813,8557351.598,0,0.8724101,2.919033
159,185.02318,185,0.59988825,0.5,0.75,[M+H]+,19170648.38,110909845.9,0,0.9527935,64.30665
160,213.60825,214,0.59988825,0.5,0.75,[M+H]+,622909.875,3300905.417,0,0.7311648,31.68082
161,226.04994,226,0.59988825,0.5,0.75,[M+H]+,1871930.313,9703032.92,0,0.7922918,16.69285
162,232.92798,233,0.59988825,0.5,0.75,[M+H]+,366191.375,1825154.457,0,0.7799338,212.8521
163,233.02641,233,0.59988825,0.5,0.75,[M+H]+,857220,4175389.481,0,0.666401,11.97332
164,243.99713,244,0.59988825,0.5,0.75,[M+H]+,797546.5,4037804.808,0,0.8212445,3.847677
165,283.9704,284,0.59988825,0.5,0.75,[M+H]+,108881.625,507492.1281,0,0.7116993,2177.633
166,299.00345,299,0.59988825,0.5,0.75,[M+H]+,1429316.375,7286433.053,0,0.7577928,25.84944
167,385.90109,386,0.59988825,0.5,0.75,[M+H]+,717010.875,3676918.693,0,0.7169948,14340.22
168,105.04261,105,0.61772148,0.5,0.75,[M+H]+,4115388.563,23908318.04,0,0.7299396,56.62888
169,126.10266,126,0.61772148,0.5,0.75,[M+H]+,957231.3125,4986789.701,0,0.8313944,92.65391
170,127.12306,127,0.61772148,0.5,0.75,[M+H]+,711680.375,3712506.655,0,0.8390861,50.6939
171,129.10228,129,0.61772148,0.5,0.75,[M+H]+,1634846.625,13702727.72,0,0.8794366,45.9539
172,134.59204,135,0.61772148,0.5,0.75,[M+H]+,2659536.063,19485996.92,0,0.8624585,855.5607
173,148.11606,148,0.61772148,0.5,0.75,[M+H]+,11715393.56,75124567.44,0,0.8056198,491.8014
174,149.11702,149,0.61772148,0.5,0.75,[M+H]+,939855.0625,5356612.157,0,0.8263702,24.20711
175,152.94701,153,0.61772148,0.5,0.75,[M+H]+,1060779.5,5141721.135,0,0.9385799,56.77266
176,170.9577,171,0.61772148,0.5,0.75,[M+H]+,188569.75,862806.6718,0,0.8475631,29.04302
177,177.99602,178,0.61772148,0.5,0.75,[M+H]+,1135499.438,5574771.312,0,0.9282396,349.3311
178,191.07664,191,0.61772148,0.5,0.75,[M+H]+,8957527,45389421.03,0,0.8022468,123.8045
179,193.9736,194,0.61772148,0.5,0.75,[M+H]+,3815058.125,19139017.41,0,0.9537242,185.3013
180,222.92871,223,0.61772148,0.5,0.75,[M+H]+,120948.0625,577751.2478,0,0.8526784,2418.961
181,231.06502,231,0.61772148,0.5,0.75,[M+H]+,1984447.5,12389177.71,0,0.691096,125.3615
182,252.88182,253,0.61772148,0.5,0.75,[M+H]+,149129.4375,745483.8871,0,0.8371259,34.97702
183,253.04744,253,0.61772148,0.5,0.75,[M+Na]+,476296.25,2148220.568,0,0.6219394,36.79648
184,272.09158,272,0.61772148,0.5,0.75,[M+H]+,689794.375,3806077.929,0,0.7033299,20.9022
185,307.9537,308,0.61772148,0.5,0.75,[M+H]+,606794.1875,2871347.538,0,0.9155965,41.37957
186,323.93161,324,0.61772148,0.5,0.75,[M+H]+,301538,1502243.022,0,0.7652416,6.021857
187,334.91476,335,0.61772148,0.5,0.75,[M+H]+,349801.875,1535911.207,0,0.8553926,6.97646
188,339.90521,340,0.61772148,0.5,0.75,[M+H]+,44861.6875,211255.6035,0,0.8322367,897.2338
189,449.01151,449,0.61772148,0.5,0.75,[M+H]+,35588.0625,170835.3285,0,0.8647582,711.7612
190,79.9903,80,0.63562353,0.5,0.75,[M+H]+,618686.625,3188211.391,0,0.7580801,288.0867
191,81.98837,82,0.63562353,0.5,0.75,[M+H]+,60930.4375,306303.6368,0,0.9105439,43.63377
192,90.97713,91,0.63562353,0.5,0.75,[M+H]+,23369407.88,117182825.2,0,0.8934817,1014.413
193,91.98045,92,0.63562353,0.5,0.75,[M+H]+,221959.625,1123226.779,0,0.7403567,182.8547
194,96.92222,97,0.63562353,0.5,0.75,[M+H]+,299111.3125,1435736.845,0,0.8746332,131.1095
195,106.95093,107,0.63562353,0.5,0.75,[M+H]+,7467313.5,36276043.44,0,0.8164799,914.2592
196,108.94905,109,0.63562353,0.5,0.75,[M+H]+,578546,2784337.06,0,0.7819133,495.1584
197,112.89601,113,0.63562353,0.5,0.75,[M+H]+,254355.1875,1212559.789,0,0.8796778,233.5536
198,122.92474,123,0.63562353,0.5,0.75,[M+H]+,5034556.063,23814125.6,0,0.9543986,4540.162
199,124.92282,125,0.63562353,0.5,0.75,[M+H]+,682737,3206864.712,0,0.9540365,447.9411
200,142.94815,143,0.63562353,0.5,0.75,[M+H]+,189092.5625,952101.6121,0,0.7597839,64.64294
201,156.14961,156,0.63562353,0.5,0.75,[M+H]+,1161335,5906499.091,0,0.7872579,16.78407
202,158.96413,159,0.63562353,0.5,0.75,[M+H]+,8671108.688,42068590.29,0,0.7308227,382.5909
203,161.12849,161,0.63562353,0.5,0.75,[M+H]+,1108330.25,6158165.206,0,0.7318544,9.497984
204,164.93024,165,0.63562353,0.5,0.75,[M+Na]+,224667,1119430.466,0,0.9061437,62.30836
205,165.98779,166,0.63562353,0.5,0.75,[M+H]+,1744039.375,8516360.026,0,0.7397156,139.1748
206,167.118,167,0.63562353,0.5,0.75,[M+H]+,2431532.313,11556251.92,0,0.7603638,27.7535
207,174.93816,175,0.63562353,0.5,0.75,[M+H]+,3763060.188,17789240.76,0,0.9040887,362.1692
208,176.93611,177,0.63562353,0.5,0.75,[M+H]+,364220.125,1739745.31,0,0.9562054,25.00165
209,178.05869,178,0.63562353,0.5,0.75,[M+H]+,3393825.313,17443317.48,0,0.6145915,160.5477
210,180.89459,181,0.63562353,0.5,0.75,[M+H]+,156351.6875,733262.3305,0,0.9129877,539.2901
211,188.17581,188,0.63562353,0.5,0.75,[M+H]+,15425254,76594066.33,0,0.8012102,734.4462
212,190.91191,191,0.63562353,0.5,0.75,[M+H]+,1559343.75,7257953.489,0,0.7784454,75.83245
213,192.91005,193,0.63562353,0.5,0.75,[M+H]+,207856.625,960667.6693,0,0.7938529,44.50653
214,197.10092,197,0.63562353,0.5,0.75,[M+H]+,3063095.188,17650772.01,0,0.9901705,56.86229
215,216.92271,217,0.63562353,0.5,0.75,[M+H]+,290709.625,1732840.628,0,0.8227124,4.768109
216,226.95143,227,0.63562353,0.5,0.75,[M+H]+,9842535.25,46058592.5,0,0.7606708,66.73665
217,234.89384,235,0.63562353,0.5,0.75,[M+H]+,117061.8125,524896.0502,0,0.7637367,2341.236
218,242.92538,243,0.63562353,0.5,0.75,[M+H]+,8054109.063,37025030.34,0,0.7483447,67.31821
219,244.92361,245,0.63562353,0.5,0.75,[M+H]+,653952.5,3036227.401,0,0.7247154,107.6488
220,258.89929,259,0.63562353,0.5,0.75,[M+H]+,2655426,12028289.48,0,0.7607435,53108.52
221,259.06396,259,0.63562353,0.5,0.75,[M+H]+,1906615,10303970.04,0,0.940668,18.91053
222,267.97803,268,0.63562353,0.5,0.75,[M+H]+,116154.0625,554348.7426,0,0.9233171,12.06724
223,268.17667,268,0.63562353,0.5,0.75,[M+H]+,6084069.563,33890149.09,0,0.7608406,16.76147
224,274.87323,275,0.63562353,0.5,0.75,[M+H]+,428541.5,1908706.852,0,0.8882316,8570.83
225,275.03793,275,0.63562353,0.5,0.75,[M+H]+,871182.625,4215464.077,0,0.8098904,2.174288
226,279.97171,280,0.63562353,0.5,0.75,[M+H]+,71655.25,331501.3378,0,0.9554226,9.273235
227,284.19675,284,0.63562353,0.5,0.75,[M+H]+,3509202.625,16518675.08,0,0.9228692,8.342705
228,287.07013,287,0.63562353,0.5,0.75,[M+H]+,194416.25,835355.8204,0,0.9525372,15.485
229,294.93884,295,0.63562353,0.5,0.75,[M+H]+,1181681.813,5480958.441,0,0.8164262,6.963971
230,295.94305,296,0.63562353,0.5,0.75,[M+H]+,50768.1875,235583.4369,0,0.9339795,1015.364
231,305.96045,306,0.63562353,0.5,0.75,[M+NH4]+,413830.1875,1997892.093,0,0.9156106,8276.604
232,310.91278,311,0.63562353,0.5,0.75,[M+Na]+,1592765.563,7323529.655,0,0.9673076,43.58743
233,321.93454,322,0.63562353,0.5,0.75,[M+NH4]+,343273.5,1625026.517,0,0.8821895,4.743578
234,326.88675,327,0.63562353,0.5,0.75,[M+Na]+,765028.625,3448413.344,0,0.7830315,52.21537
235,327.05148,327,0.63562353,0.5,0.75,[M+H]+,1036275.5,5072369.63,0,0.8530955,2.756201
236,342.86057,343,0.63562353,0.5,0.75,[M+H]+,181983,801202.4445,0,0.9594201,3639.66
237,343.02527,343,0.63562353,0.5,0.75,[M+H]+,681692.375,3267942.297,0,0.9114517,57.50979
238,351.09222,351,0.63562353,0.5,0.75,[M+H]+,40746,175074.9141,0,0.810173,1.942688
239,358.99899,359,0.63562353,0.5,0.75,[M+H]+,199996.25,908293.9629,0,0.8780178,3999.925
240,362.92624,363,0.63562353,0.5,0.75,[M+H]+,654337.625,3029113.027,0,0.762728,13086.75
241,367.9632,368,0.63562353,0.5,0.75,[M+H]+,25290.5,108666.6695,0,0.9168266,505.81
242,373.94781,374,0.63562353,0.5,0.75,[M+NH4]+,91543.125,422436.2457,0,0.9069587,24.50918
243,378.90021,379,0.63562353,0.5,0.75,[M+Na]+,862243.0625,3944778.375,0,0.7755849,17244.86
244,380.89719,381,0.63562353,0.5,0.75,[M+H]+,57568.8125,271226.0417,0,0.9067379,1151.376
245,389.92169,390,0.63562353,0.5,0.75,[M+H]+,151527.3125,678387.7868,0,0.9797462,3030.546
246,421.96356,422,0.63562353,0.5,0.75,[M+H]+,59733.75,256660.3138,0,0.9373515,1194.675
247,435.9007,436,0.63562353,0.5,0.75,[M+H]+,14935.25,64172.8663,0,0.8656209,298.705
248,436.11325,436,0.63562353,0.5,0.75,[M+H]+,15204.25,65328.689,0,0.866535,304.085
249,457.90875,458,0.63562353,0.5,0.75,[M+H]+,71539.8125,334692.7528,0,0.9003701,1430.796
250,75.10036,75,0.6535779,0.5,0.75,[M+H]+,222453.0625,2151811.748,0,0.8613336,46.6475
251,136.09689,136,0.6535779,0.5,0.75,[M+H]+,2717307.063,16138425.19,0,0.821475,81.21338
252,149.99278,150,0.6535779,0.5,0.75,[M+H]+,2100347.438,9495636.156,0,0.9676179,2005.558
253,156.07683,156,0.6535779,0.5,0.75,[M+H]+,22152948.25,151999432.7,0,0.9670721,847.2654
254,163.97786,164,0.6535779,0.5,0.75,[M+H]+,3510641.313,17390329.48,0,0.8694282,1426.809
