ID,m/z,m.z_Floor,RT,RT_Floor,RT_Ceiling,Adduct,Height,Area,MatchScore,Gaussian,S/N
1566,771.3161,771,2.0872004,2,2.25,[M+H]+,35450.1875,241628.8373,0,0.8273399,709.0037
1567,833.31903,833,2.0872004,2,2.25,[M+H]+,54958.3125,452552.8789,0,0.8758671,1099.166
1568,133.59692,134,2.1088941,2,2.25,[M+H]+,3910921.688,32966194.41,0,0.9157362,472.5209
1569,149.11241,149,2.1088941,2,2.25,[M+H]+,421076.6875,3503391.605,0,0.826241,9.090479
1570,189.59254,190,2.1088941,2,2.25,[M+H]+,146478.9375,1283452.277,0,0.9464809,14.50598
1571,301.12167,301,2.1088941,2,2.25,[M+H]+,1489802.625,14211608.39,0,0.8937985,2.096241
1572,553.18311,553,2.1088941,2,2.25,[M+H]+,41870.875,275499.1473,0,0.8202738,7.811988
1573,198.59763,199,2.1313525,2,2.25,[M+H]+,1056608.875,7991670.815,0,0.9030285,26.60176
1574,203.13905,203,2.1313525,2,2.25,[M+H]+,26251228.75,194600328.5,0,0.7618541,306.6191
1575,252.08417,252,2.1313525,2,2.25,[M+H]+,1241035,13809800.44,0,0.6216273,250.3111
1576,315.71277,316,2.1313525,2,2.25,[M+H]+,24867.3125,159002.7825,0,0.8822441,497.3463
1577,552.18085,552,2.1313525,2,2.25,[M+H]+,192090.625,1294224.782,0,0.7926769,3841.813
1578,833.65338,834,2.1313525,2,2.25,[M+H]+,39172.0625,341520.1536,0,0.849654,783.4412
1579,137.04585,137,2.1534692,2,2.25,[M+H]+,28626064,226305464,0,0.9811941,371.9749
1580,170.07477,170,2.1534692,2,2.25,[M+H]+,2549988.063,25785329.71,0,0.7055872,69.97858
1581,186.07616,186,2.1534692,2,2.25,[M+H]+,4378269.688,43335208.56,0,0.8923651,21.45458
1582,190.10738,190,2.1534692,2,2.25,[M+H]+,13047670.88,103858934.3,0,0.8741568,54.94002
1583,191.11055,191,2.1534692,2,2.25,[M+H]+,2590933.063,24725156.49,0,0.913161,8.208935
1584,234.08727,234,2.1534692,2,2.25,[M+H]+,2580205.813,20626600.33,0,0.8505034,4.085373
1585,269.08789,269,2.1534692,2,2.25,[M+H]+,31255249.94,228115198.4,0,0.9266367,82.70237
1586,270.09122,270,2.1534692,2,2.25,[M+H]+,3644411.875,27309561.51,0,0.6195537,12.26155
1587,291.06976,291,2.1534692,2,2.25,[M+Na]+,1005646.375,7691150.7,0,0.9844192,16.62721
1588,345.18076,345,2.1534692,2,2.25,[M+H]+,4974748.188,35331651.82,0,0.8278086,11.58567
1589,346.18442,346,2.1534692,2,2.25,[M+H]+,970071.375,6900745.131,0,0.7736729,5.031194
1590,369.0126,369,2.1534692,2,2.25,[M+H]+,102366.0625,670742.724,0,0.774065,2047.321
1591,410.03903,410,2.1534692,2,2.25,[M+H]+,66320.5625,408532.2979,0,0.9273828,1326.411
1592,414.01004,414,2.1534692,2,2.25,[M+H]+,36758.5625,241167.447,0,0.7750641,735.1713
1593,493.20322,493,2.1534692,2,2.25,[M+H]+,35132.4375,214534.1034,0,0.8175501,3.251948
1594,537.16925,537,2.1534692,2,2.25,[M+H]+,1184916.125,7422723.804,0,0.9103921,23698.32
1595,538.17236,538,2.1534692,2,2.25,[M+H]+,247666.0625,1503469.699,0,0.7034268,4.729566
1596,539.17493,539,2.1534692,2,2.25,[M+H]+,55789,341113.7499,0,0.9313238,1115.78
1597,559.15131,559,2.1534692,2,2.25,[M+Na]+,66314.1875,395767.692,0,0.9027958,1326.284
1598,560.15552,560,2.1534692,2,2.25,[M+Na]+,22688.9375,138744.2936,0,0.9328299,453.7787
1599,595.31921,595,2.1534692,2,2.25,[M+H]+,163318.125,1025035.261,0,0.8768358,5.41337
1600,611.24005,611,2.1534692,2,2.25,[M+H]+,43407.4375,277438.7373,0,0.8967033,3.422529
1601,204.61577,205,2.1759525,2,2.25,[M+H]+,418744.25,5200355.696,0,0.8435537,13.29739
1602,225.12338,225,2.1759525,2,2.25,[M+H]+,6933966.063,63823530.02,0,0.8736017,10.08397
1603,237.64978,238,2.1759525,2,2.25,[M+H]+,988904.8125,8366952.101,0,0.7895167,526.1037
1604,253.08182,253,2.1759525,2,2.25,[M+H]+,4683015.75,34585752.15,0,0.9100492,360.2184
1605,394.19046,394,2.1759525,2,2.25,[M+H]+,427577.5,3553616.594,0,0.7351801,3.875532
1606,617.30353,617,2.1759525,2,2.25,[M+H]+,30134.625,182660.9225,0,0.9398721,602.6925
1607,661.26868,661,2.1759525,2,2.25,[M+H]+,27421,169146.0205,0,0.8981088,548.42
1608,178.08641,178,2.1969631,2,2.25,[M+H]+,1429283.188,13907788.57,0,0.8210497,63.69615
1609,183.59648,184,2.1969631,2,2.25,[M+H]+,411173.125,4230831.278,0,0.9681812,46.68792
1610,221.09215,221,2.1969631,2,2.25,[M+H]+,3070370.25,24013366.88,0,0.7903928,16.57731
1611,254.0659,254,2.1969631,2,2.25,[M+H]+,950319.125,7396102.288,0,0.7159259,5.747622
1612,162.59962,163,2.2176506,2,2.25,[M+H]+,1058178.313,8684616.599,0,0.6238658,2013.214
1613,182.11774,182,2.2176506,2,2.25,[M+H]+,8309651.563,61515440.79,0,0.7790238,71.5956
1614,184.61832,185,2.2176506,2,2.25,[M+H]+,2334825.75,18456309.82,0,0.7453923,810.3491
1615,239.10265,239,2.2176506,2,2.25,[M+H]+,1817892,15399942.27,0,0.7662309,174.3411
1616,276.1553,276,2.2176506,2,2.25,[M+H]+,1661494.563,11850515.82,0,0.6593914,7.673861
1617,206.08121,206,2.2398776,2,2.25,[M+H]+,2197413.875,16926996.29,0,0.7540879,20.12816
1618,224.05539,224,2.2398776,2,2.25,[M+H]+,10189564.06,79717407.57,0,0.8156188,63.981
1619,225.0587,225,2.2398776,2,2.25,[M+H]+,1066166.688,8174117.807,0,0.6797151,9.154085
1620,264.1441,264,2.2398776,2,2.25,[M+H]+,3192552.813,71441780.07,0,0.6571662,4.954786
1621,365.00708,365,2.2398776,2,2.25,[M+H]+,75457.625,524700.0802,0,0.7903299,1509.152
1622,447.10431,447,2.2398776,2,2.25,[M+H]+,79898.1875,484279.9769,0,0.906063,1597.964
1623,897.36139,897,2.2398776,2,2.25,[M+H]+,85078.5,811475.1606,0,0.8018035,1701.57
1624,898.36407,898,2.2398776,2,2.25,[M+H]+,34577.375,225933.1884,0,0.8584253,691.5475
1625,121.5788,122,2.2616111,2.25,2.5,[M+H]+,31061,210684.6308,0,0.821389,93.04279
1626,175.14421,175,2.2616111,2.25,2.5,[M+H]+,3134970.625,26172172.94,0,0.9486898,22.22015
1627,182.98529,183,2.2616111,2.25,2.5,[M+H]+,9603663.625,85560005.29,0,0.5292693,0.8202714
1628,183.11292,183,2.2616111,2.25,2.5,[M+H]+,2646182.875,29258039.57,0,0.8941716,79.12944
1629,197.12866,197,2.2616111,2.25,2.5,[M+Na]+,2301307.063,19512723.77,0,0.8767018,26.45605
1630,198.09479,198,2.2616111,2.25,2.5,[M+H]+,43088200.44,430009397.4,0,0.8231325,211.7916
1631,199.09796,199,2.2616111,2.25,2.5,[M+H]+,5254434.813,57104953.18,0,0.8745605,17.6657
1632,287.14218,287,2.2616111,2.25,2.5,[M+H]+,3421474.063,26537030.86,0,0.8070771,5.170613
1633,173.98576,174,2.2830173,2.25,2.5,[M+H]+,134360.0625,1343359.974,0,0.9387425,157.182
1634,222.07959,222,2.2830173,2.25,2.5,[M+H]+,1638317.75,12785103.03,0,0.9649896,9.632147
1635,233.09555,233,2.2830173,2.25,2.5,[M+H]+,581170.5625,4557382.151,0,0.8575581,7.097824
1636,353.69296,354,2.2830173,2.25,2.5,[M+H]+,20246.3125,123364.0777,0,0.8711538,59.75034
1637,788.3562,788,2.2830173,2.25,2.5,[M+H]+,95698.9375,761269.5202,0,0.9527113,1913.979
1638,789.35931,789,2.2830173,2.25,2.5,[M+H]+,39549.25,270153.8792,0,0.9088297,790.985
1639,114.12804,114,2.304309,2.25,2.5,[M+H]+,441134.75,3656558.372,0,0.7496409,44.76548
1640,160.13327,160,2.304309,2.25,2.5,[M+H]+,27053312,216001253.7,0,0.7779102,352.6899
1641,161.13654,161,2.304309,2.25,2.5,[M+H]+,2480914.875,20530975.06,0,0.6928328,14.13969
1642,185.06383,185,2.304309,2.25,2.5,[M+H]+,1477400.375,12377220.55,0,0.7694225,4.916168
1643,229.08189,229,2.304309,2.25,2.5,[M+H]+,659485.0625,6227127.301,0,0.9639888,7.835743
1644,254.16104,254,2.304309,2.25,2.5,[M+H]+,3213493.5,24817426.89,0,0.9578999,22.54704
1645,263.10245,263,2.304309,2.25,2.5,[M+H]+,1224878.688,9819418.414,0,0.7805752,10.55351
1646,419.06961,419,2.304309,2.25,2.5,[M+H]+,49656.5625,344279.8809,0,0.70665,993.1312
1647,184.0605,184,2.3264631,2.25,2.5,[M+H]+,16518474.13,130534249.3,0,0.7298291,110.7852
1648,261.14444,261,2.3482903,2.25,2.5,[M+H]+,25541221.56,200743207.4,0,0.9005028,42.03238
1649,262.14774,262,2.3482903,2.25,2.5,[M+H]+,3239590,25276256.54,0,0.9273664,2.909991
1650,325.21198,325,2.3482903,2.25,2.5,[M+H]+,560999.9375,4686906.646,0,0.7207747,23.29002
1651,383.22894,383,2.3482903,2.25,2.5,[M+H]+,680637.125,5431956.312,0,0.8366127,4.948893
1652,215.65483,216,2.3702965,2.25,2.5,[M+H]+,1272027.25,14685225.67,0,0.7520331,433.7741
1653,252.63686,253,2.3702965,2.25,2.5,[M+H]+,880851.75,8193374.921,0,0.8496227,11.67999
1654,86.09692,86,2.3922257,2.25,2.5,[M+H]+,2532217.563,26362624.56,0,0.5607222,41.46681
1655,182.12889,182,2.3922257,2.25,2.5,[M+H]+,3496745.5,29404721.11,0,0.8720042,135.2372
1656,201.08684,201,2.3922257,2.25,2.5,[M+H]+,4860880.25,43689798.51,0,0.9059947,74.07902
1657,239.99554,240,2.3922257,2.25,2.5,[M+H]+,12222.75,64252.02357,0,0.8108919,8.524104
1658,344.18143,344,2.3922257,2.25,2.5,[M+H]+,1563003.813,12768037.85,0,0.9741111,5.399743
1659,363.2059,363,2.3922257,2.25,2.5,[M+H]+,773425.375,6452110.852,0,0.8289211,3.764393
1660,149.94032,150,2.4141904,2.25,2.5,[M+H]+,57204.625,1034188.639,0,0.8258442,50.95375
1661,193.13359,193,2.4141904,2.25,2.5,[M+H]+,69935649.88,741669562.5,0,0.7445465,1041.039
1662,193.2059,193,2.4141904,2.25,2.5,[M+H]+,35760.4375,253834.4876,0,0.8432343,10.08463
1663,194.1368,194,2.4141904,2.25,2.5,[M+H]+,9013592.125,91883765.09,0,0.797445,7.688035
1664,202.07095,202,2.4141904,2.25,2.5,[M+H]+,844398.5,10226555.78,0,0.8330541,39.32156
1665,310.08563,310,2.4141904,2.25,2.5,[M+H]+,1048522.313,8646638.815,0,0.9948742,14.50024
1666,413.10092,413,2.4141904,2.25,2.5,[M+H]+,195245.375,1520517.484,0,0.7841281,3835.847
1667,138.5891,139,2.4359528,2.25,2.5,[M+H]+,373626.25,3532577.791,0,0.7932508,109.4692
1668,139.59688,140,2.4359528,2.25,2.5,[M+H]+,501304.875,5179357.473,0,0.8934703,152.0696
1669,141.95869,142,2.4359528,2.25,2.5,[M+H]+,2534060.563,33690851.47,0,0.6997207,48.60116
1670,144.06563,144,2.4359528,2.25,2.5,[M+H]+,3652291.813,50832033.17,0,0.9436035,61.5652
1671,154.04996,154,2.4359528,2.25,2.5,[M+H]+,5505082.875,53600998.94,0,0.9039162,108.1579
1672,169.06085,169,2.4359528,2.25,2.5,[M+H]+,2282881.375,27758277.12,0,0.7762808,22.91852
1673,230.11348,230,2.4359528,2.25,2.5,[M+H]+,3436373.438,29103402.16,0,0.9757677,52.16771
1674,247.96693,248,2.4359528,2.25,2.5,[M+H]+,219099.9375,2412838.848,0,0.4325726,787.1
1675,311.08926,311,2.4359528,2.25,2.5,[M+H]+,114057.4375,823029.5309,0,0.8646952,3.121282
1676,362.08597,362,2.4359528,2.25,2.5,[M+H]+,198890.0625,1722234.158,0,0.9407544,7.063776
1677,543.20233,543,2.4359528,2.25,2.5,[M+H]+,38896.5,360735.5145,0,0.8302208,9.193671
1678,133.59686,134,2.4576196,2.25,2.5,[M+H]+,2487192.5,24803089.54,0,0.8501919,314.5332
1679,151.09659,151,2.4576196,2.25,2.5,[M+H]+,2452229.5,35125194.09,0,0.8075802,7.890602
1680,161.59171,162,2.4576196,2.25,2.5,[M+H]+,688749.5,5887983.425,0,0.9736237,1464.333
1681,168.12311,168,2.4576196,2.25,2.5,[M+NH4]+,1061118.438,13666516.72,0,0.8766201,22.10727
1682,297.98322,298,2.4576196,2.25,2.5,[M+H]+,23304,146927.6087,0,0.8857378,466.08
1683,322.17609,322,2.4576196,2.25,2.5,[M+H]+,1749191.063,19034616.02,0,0.8794643,3.566336
1684,222.64442,223,2.4797841,2.25,2.5,[M+H]+,1108734,10995879.18,0,0.8793114,79.26342
1685,405.04614,405,2.4797841,2.25,2.5,[M+H]+,28807.75,199169.1918,0,0.8377317,576.155
1686,158.11765,158,2.5011655,2.5,2.75,[M+H]+,5069723.563,51918778.61,0,0.8882201,41.97642
1687,159.96921,160,2.5011655,2.5,2.75,[M+H]+,1970774.813,35467118.15,0,0.8628688,116.8702
1688,161.0921,161,2.5232134,2.5,2.75,[M+H]+,557710.8125,8908827.369,0,0.8615335,6.086038
1689,184.6183,185,2.5446989,2.5,2.75,[M+H]+,412125.25,4916197.808,0,0.822148,161.9247
1690,200.12814,200,2.5446989,2.5,2.75,[M+H]+,1810572.938,17192993.2,0,0.8297549,23.06648
1691,203.13898,203,2.5446989,2.5,2.75,[M+H]+,22443636.75,187473233.5,0,0.9111559,261.6054
1692,406.69159,407,2.5446989,2.5,2.75,[M+H]+,30268.25,201507.8658,0,0.8475797,605.365
1693,102.97055,103,2.5670427,2.5,2.75,[M+H]+,84445.125,808237.9994,0,0.9634739,19.92904
1694,118.94281,119,2.5670427,2.5,2.75,[M+H]+,209961.5625,7295402.335,0,0.9560571,99.05974
1695,120.98107,121,2.5670427,2.5,2.75,[M+H]+,73191,1502624.714,0,0.618149,14.59009
1696,135.94542,136,2.5670427,2.5,2.75,[M+H]+,74167.25,2304565.658,0,0.7772149,43.28407
1697,153.05991,153,2.5670427,2.5,2.75,[M+H]+,4483796.688,52702503.17,0,0.7360956,87.15198
1698,161.96959,162,2.5670427,2.5,2.75,[M+H]+,72004.0625,685648.2641,0,0.6593149,2.746136
1699,163.9402,164,2.5670427,2.5,2.75,[M+H]+,130678.75,2352242.073,0,0.7431496,22.23736
1700,187.96408,188,2.5670427,2.5,2.75,[M+H]+,364390.9375,14299564.84,0,0.916315,10.23733
1701,195.59229,196,2.5670427,2.5,2.75,[M+H]+,170310.0625,1638099.732,0,0.8815433,51.17981
1702,269.10712,269,2.5670427,2.5,2.75,[M+H]+,5515669.625,49408136.48,0,0.7713923,39.19234
1703,409.05588,409,2.5670427,2.5,2.75,[M+H]+,22474.1875,154950.5287,0,0.8255246,449.4838
1704,470.23486,470,2.5670427,2.5,2.75,[M+H]+,90398.9375,605465.8733,0,0.7959353,1807.979
1705,535.20135,535,2.5670427,2.5,2.75,[M+H]+,790393.9375,5564038.709,0,0.8295595,15807.88
1706,536.2041,536,2.5670427,2.5,2.75,[M+H]+,169884.75,1181883.539,0,0.8291101,3397.695
1707,557.18427,557,2.5670427,2.5,2.75,[M+Na]+,73187.25,535863.455,0,0.7909547,4.170908
1708,152.05669,152,2.589624,2.5,2.75,[M+H]+,57896172.63,510230645.7,0,0.9409652,850.9728
1709,268.10388,268,2.589624,2.5,2.75,[M+H]+,45769254.19,401954038.7,0,0.9282665,126.0161
1710,273.66565,274,2.589624,2.5,2.75,[M+H]+,399151.625,4212214.979,0,0.8422949,46.63877
1711,290.08578,290,2.589624,2.5,2.75,[M+Na]+,1253463.875,11420440.51,0,0.8674429,81.58736
1712,368.02826,368,2.589624,2.5,2.75,[M+H]+,86216.0625,670885.4319,0,0.7727541,1724.321
1713,537.20447,537,2.589624,2.5,2.75,[M+H]+,32272.75,213013.3844,0,0.7780725,645.455
1714,814.28693,814,2.589624,2.5,2.75,[M+H]+,116728.25,848664.8506,0,0.8570564,2334.565
1715,815.28992,815,2.589624,2.5,2.75,[M+H]+,49286,316580.1767,0,0.8960289,985.72
1716,118.08651,118,2.6110407,2.5,2.75,[M+H]+,9016751.563,336899234.5,0,0.6984056,9.948412
1717,139.1118,139,2.6110407,2.5,2.75,[M+H]+,1948914.125,46205395.49,0,0.5141403,21.54271
1718,141.95868,142,2.6110407,2.5,2.75,[M+H]+,2547172.563,77448815.76,0,0.5702168,33.9542
1719,164.94821,165,2.6110407,2.5,2.75,[M+H]+,183263.625,6131886.861,0,0.8507751,50.82569
1720,205.07069,205,2.6110407,2.5,2.75,[M+H]+,1669647.625,16172500.28,0,0.8756009,9.415793
1721,206.61319,207,2.6110407,2.5,2.75,[M+H]+,359955.5,3858471.538,0,0.7250237,9.585526
1722,211.08998,211,2.6110407,2.5,2.75,[M+H]+,843731.6875,9262440.77,0,0.9367855,50.95404
1723,220.1002,220,2.6110407,2.5,2.75,[M+H]+,662455,6050318.845,0,0.8039642,4.611425
1724,321.56982,322,2.6110407,2.5,2.75,[M+H]+,75120.3125,644449.5658,0,0.9814306,1502.406
1725,547.18451,547,2.6110407,2.5,2.75,[M+H]+,14762.0625,94328.23086,0,0.879594,295.2412
1726,564.21411,564,2.6110407,2.5,2.75,[M+NH4]+,883743.125,8438238.623,0,0.8511043,6.005874
1727,569.17029,569,2.6110407,2.5,2.75,[M+Na]+,211303.1875,2165304.379,0,0.9134188,5.331227
1728,136.95322,137,2.6326052,2.5,2.75,[M+H]+,223459.5625,7278282.738,0,0.8072425,58.79027
1729,142.96207,143,2.6326052,2.5,2.75,[M+H]+,149561.625,2339947.353,0,0.6678244,20.51528
1730,214.98752,215,2.6326052,2.5,2.75,[M+H]+,186390.875,1490056.193,0,0.7194406,721.7368
1731,293.57147,294,2.6326052,2.5,2.75,[M+H]+,16854.375,109710.1249,0,0.8438047,337.0875
1732,298.49115,298,2.6326052,2.5,2.75,[M+H]+,33442.375,320893.0767,0,0.8733567,3.718342
1733,371.11346,371,2.6326052,2.5,2.75,[M+H]+,38586.4375,303468.832,0,0.8912731,2.548143
1734,641.32635,641,2.6326052,2.5,2.75,[M+H]+,39191.875,266578.1896,0,0.8667569,783.8375
1735,830.36584,830,2.6326052,2.5,2.75,[M+H]+,35798.5,319760.0507,0,0.9397815,5.569024
1736,75.0447,75,2.6546386,2.5,2.75,[M+H]+,205089.125,2187454.9,0,0.8587328,19.82426
1737,155.1179,155,2.6546386,2.5,2.75,[M+H]+,1192613.188,13208870.16,0,0.9345143,21.16671
1738,174.07616,174,2.6546386,2.5,2.75,[M+H]+,683335.75,8565920.833,0,0.7387431,13.08694
1739,182.98529,183,2.6546386,2.5,2.75,[M+H]+,9430978.313,340585222.3,0,0.5400985,12.98374
1740,125.98649,126,2.6769449,2.5,2.75,[M+H]+,824655.625,26232866.78,0,0.6693824,46.16397
1741,149.94052,150,2.6769449,2.5,2.75,[M+H]+,49296.5,787871.6718,0,0.7116516,47.07172
1742,151.93755,152,2.6769449,2.5,2.75,[M+H]+,10717.125,90545.45823,0,0.801692,214.3425
1743,153.12744,153,2.6769449,2.5,2.75,[M+H]+,1368621.125,21074576.34,0,0.6321362,1.694559
1744,157.97386,158,2.6769449,2.5,2.75,[M+H]+,115498.875,2346878.177,0,0.7859166,21.95544
1745,176.61539,177,2.6769449,2.5,2.75,[M+H]+,414754.375,5089585.382,0,0.7526517,81.21431
1746,184.98579,185,2.6769449,2.5,2.75,[M+H]+,622236.1875,19683821.21,0,0.589021,33.93717
1747,216.97971,217,2.6769449,2.5,2.75,[M+H]+,36655.125,263075.8247,0,0.8204955,6.406234
1748,258.00613,258,2.6769449,2.5,2.75,[M+H]+,18961.75,132089.5494,0,0.750561,58.33076
1749,167.97722,168,2.697747,2.5,2.75,[M+H]+,217857.1875,6670877.005,0,0.5961722,56.63525
1750,172.95647,173,2.697747,2.5,2.75,[M+H]+,253506.1875,2996410.44,0,0.6343557,4.007981
1751,194.08133,194,2.697747,2.5,2.75,[M+H]+,1630740.375,16269491.43,0,0.9059234,71.36555
1752,796.30878,796,2.697747,2.5,2.75,[M+H]+,18946.125,133652.6383,0,0.8477815,378.9225
1753,88.11263,88,2.7201886,2.5,2.75,[M+H]+,1000800.938,13311936.76,0,0.914632,21.80859
1754,89.11594,89,2.7201886,2.5,2.75,[M+H]+,64303,666076.0368,0,0.8736665,138.9149
1755,128.95099,129,2.7201886,2.5,2.75,[M+H]+,212050.625,6240131.712,0,0.5828446,628.668
1756,150.60526,151,2.7201886,2.5,2.75,[M+H]+,100243.4375,1087747.535,0,0.8703393,158.4159
1757,246.60422,247,2.7201886,2.5,2.75,[M+H]+,85929.1875,787925.1352,0,0.8930933,1718.584
1758,100.11249,100,2.7426262,2.5,2.75,[M+H]+,906335.375,8922386.242,0,0.9305137,70.1245
1759,101.11587,101,2.7426262,2.5,2.75,[M+H]+,82506.125,773171.9105,0,0.880648,27.36853
1760,204.59373,205,2.7426262,2.5,2.75,[M+H]+,92357.25,834091.4855,0,0.8890078,5.425273
1761,134.98679,135,2.7652638,2.75,3,[M+H]+,8568.125,56518.29368,0,0.6552229,25.18626
1762,293.0932,293,2.7652638,2.75,3,[M+H]+,86589,644615.8316,0,0.7446994,3.121881
1763,195.07652,195,2.7876097,2.75,3,[M+H]+,456095.75,6387215.015,0,0.8079947,6.510275
1764,213.08698,213,2.7876097,2.75,3,[M+H]+,2544726.063,28417199.04,0,0.9090874,5.014981
1765,218.10291,218,2.7876097,2.75,3,[M+H]+,1982582.75,18300529.57,0,0.9340242,28.35717
1766,272.99295,273,2.7876097,2.75,3,[M+H]+,29121.1875,204444.8732,0,0.826396,582.4238
1767,328.10599,328,2.7876097,2.75,3,[M+H]+,197365.4375,1694454.154,0,0.8992975,4.445848
1768,557.21973,557,2.7876097,2.75,3,[M+H]+,318809.375,2712206.342,0,0.9289764,10.65625
1769,244.56982,245,2.80977,2.75,3,[M+H]+,91729.5,647728.8079,0,0.8245035,21.80425
1770,393.18665,393,2.80977,2.75,3,[M+H]+,5089313.25,43479621.88,0,0.9373977,74.29098
1771,394.13446,394,2.80977,2.75,3,[M+H]+,2897566.875,26806801.38,0,0.9122999,33.52541
1772,416.11673,416,2.80977,2.75,3,[M+Na]+,173978.6875,1482037.775,0,0.85926,3479.574
1773,807.35138,807,2.80977,2.75,3,[M+H]+,46154.375,297706.3671,0,0.8825305,923.0875
1774,144.06554,144,2.8317471,2.75,3,[M+H]+,1912877.688,21864200.17,0,0.6484689,21.48189
1775,176.97192,177,2.8317471,2.75,3,[M+H]+,397692.75,10245159.26,0,0.7251276,25.92551
1776,189.12334,189,2.8317471,2.75,3,[M+H]+,14800578.88,122155562.4,0,0.9485677,24.14659
1777,278.22235,278,2.8317471,2.75,3,[M+H]+,81696.0625,679097.7817,0,0.9248512,18.40018
1778,294.10822,294,2.8317471,2.75,3,[M+H]+,569194.4375,4625971.763,0,0.9089626,11383.89
1779,218.9949,219,2.8537138,2.75,3,[M+H]+,101159.375,1007442.935,0,0.8342847,15.55457
1780,428.14865,428,2.8537138,2.75,3,[M+H]+,672716.625,5056393.518,0,0.8908421,4.099643
1781,645.27472,645,2.8537138,2.75,3,[M+H]+,153999.6875,1061699.752,0,0.8159122,3079.994
1782,646.22144,646,2.8537138,2.75,3,[M+H]+,92442.125,640969.2863,0,0.8241434,9.038289
1783,667.25665,667,2.8537138,2.75,3,[M+Na]+,134504.25,946312.4721,0,0.8332143,2690.085
1784,668.25891,668,2.8537138,2.75,3,[M+Na]+,39145.4375,276096.8219,0,0.7930273,782.9088
1785,101.06007,101,2.875191,2.75,3,[M+H]+,4097180.125,72416525.37,0,0.8351194,133.4177
1786,119.03542,119,2.875191,2.75,3,[M+H]+,4000010.875,31354422.91,0,0.8088906,442.8283
1787,137.04579,137,2.875191,2.75,3,[M+H]+,88216292.31,699818007.5,0,0.8895714,1149.447
1788,138.04893,138,2.875191,2.75,3,[M+H]+,6188093.25,52939542.52,0,0.9379022,211.5857
1789,142.12257,142,2.875191,2.75,3,[M+H]+,823063.8125,8076691.442,0,0.8126373,17.71821
1790,158.58643,159,2.875191,2.75,3,[M+H]+,290601.3125,3139501.872,0,0.7632993,66.38961
1791,188.12805,188,2.875191,2.75,3,[M+H]+,7075176.063,56151157.12,0,0.9453937,171.1833
1792,253.09291,253,2.875191,2.75,3,[M+H]+,18835443.31,143114363.3,0,0.7440922,37.21183
1793,254.09619,254,2.875191,2.75,3,[M+H]+,2437850.375,24103802.98,0,0.9114682,14.0705
1794,275.07483,275,2.875191,2.75,3,[M+Na]+,2339902.813,19018555.52,0,0.9122562,8.761067
1795,288.6709,289,2.875191,2.75,3,[M+H]+,160903.25,1593242.5,0,0.8067425,4.395553
1796,353.01782,353,2.875191,2.75,3,[M+H]+,112454.8125,801859.8206,0,0.6650028,3.556634
1797,394.0441,394,2.875191,2.75,3,[M+H]+,72345.1875,483854.9935,0,0.8390449,1446.904
1798,398.01541,398,2.875191,2.75,3,[M+H]+,55086.9375,370952.6639,0,0.8058222,1101.739
1799,463.1936,463,2.875191,2.75,3,[M+H]+,271885.4375,1859493.7,0,0.8412876,3.470685
1800,505.17911,505,2.875191,2.75,3,[M+H]+,5357169.063,35476850.89,0,0.7825515,107143.4
1801,506.1828,506,2.875191,2.75,3,[M+H]+,1140681.25,7615274.604,0,0.834644,30.76641
1802,507.18494,507,2.875191,2.75,3,[M+H]+,191852.875,1254588.397,0,0.8561631,3837.058
1803,527.16132,527,2.875191,2.75,3,[M+Na]+,543636.75,3707743.667,0,0.8037554,7.339114
1804,528.1662,528,2.875191,2.75,3,[M+Na]+,109513.6875,748804.1083,0,0.8198333,5.058405
1805,534.20532,534,2.875191,2.75,3,[M+H]+,31297.6875,187803.7938,0,0.9273093,4.607907
1806,575.25427,575,2.875191,2.75,3,[M+H]+,262948.3125,1973344.674,0,0.8980529,4.667062
1807,576.25684,576,2.875191,2.75,3,[M+H]+,88387,672433.0345,0,0.8029665,3.252991
1808,605.10486,605,2.875191,2.75,3,[M+H]+,21049.125,130366.3969,0,0.8972438,420.9825
1809,104.57616,105,2.8967368,2.75,3,[M+H]+,34866.5625,261840.6198,0,0.9501311,42.16819
1810,211.10762,211,2.8967368,2.75,3,[M+H]+,6851956.125,59003579.49,0,0.8968503,162.2942
1811,286.17587,286,2.8967368,2.75,3,[M+H]+,3554408.625,27890944.02,0,0.6755147,7.388164
1812,336.1915,336,2.8967368,2.75,3,[M+H]+,1101404.313,8722194.838,0,0.8611055,6.706641
1813,538.26263,538,2.8967368,2.75,3,[M+H]+,176076.5,1167612.964,0,0.7988027,3.362452
1814,738.26575,738,2.8967368,2.75,3,[M+H]+,29323.5,328165.9305,0,0.9089591,586.47
1815,113.96394,114,2.9190972,2.75,3,[M+H]+,1123520.438,32460439.52,0,0.6240932,78.1856
1816,131.97441,132,2.9190972,2.75,3,[M+H]+,164347.25,3262390.637,0,0.481719,22.39548
1817,150.09137,150,2.9190972,2.75,3,[M+H]+,8585690.063,97970103.05,0,0.7644115,128.0459
1818,158.96133,159,2.9190972,2.75,3,[M+H]+,1346635.063,23014623.93,0,0.734752,27.43212
1819,180.98978,181,2.9190972,2.75,3,[M+H]+,513643.5,12616669.74,0,0.5268499,87.82332
1820,247.96695,248,2.9190972,2.75,3,[M+H]+,283209.875,3729013.841,0,0.4729521,1191.843
1821,479.22519,479,2.9190972,2.75,3,[M+H]+,812147.1875,5434453.908,0,0.831771,3.242614
