precursor m/z,intensity,rawfile name,precursor scan,scan range,retention time range,retention time,retention time range left boundary,retention time range right boundary
347.3580627,834.9684448,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
349.7820129,136.7303772,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
353.5570679,40.46225739,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
354.9250488,743.260498,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
355.776001,1051.156494,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
356.5880127,147.6064758,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
357.7220154,24.83965492,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
363.0050049,155.6158752,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
370.1720581,110.0110321,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
371.124054,429.7278748,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
373.0830078,133.7024078,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
380.7510071,730.5800171,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
381.5,22.60629654,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
388.1679993,312.8945313,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
391.4170227,170.6539459,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
396.8340149,33.8341217,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1527,RT: 7.72,7.72,7.7,7.8
105.1670074,27.22783089,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
119.2050095,24.23838615,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
119.8340073,792.1611328,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
121.052063,862.7358398,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
122.1670074,273.1689148,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
133.0510101,475.3927002,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
135.003006,22.61237907,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
144.2290649,671.5510864,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
145.3910675,469.5508728,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
146.2180176,884.3921509,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
147.0040131,40.3249321,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
148.0670166,231.3486023,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
149.0830078,853.6331177,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
154.4180145,111.0639648,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
159.2520142,688.9829102,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
161.1460571,760.779541,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
163.3820648,371.717804,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
166.0580597,3822.179688,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
166.8260651,375.5243835,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
184.5850067,154.8396912,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
186.2140045,186.3647308,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
187.0830078,23.03758049,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
191.1740112,365.263855,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
195.2930145,5.024435043,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
198.5000153,579.5305176,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
199.5810089,377.0794983,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
203.5010071,379.1448059,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
214.832016,34.86289978,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
221.9160156,189.0246887,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
223.2630157,149.598999,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
237.0840149,476.2184143,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
238.0830078,66.27347565,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
244.5050049,51.25707245,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
247.2550049,15.67839336,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
253.3400116,470.0930176,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
255.6730042,76.55180359,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
263.2670593,397.7537231,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
266.7750244,266.4015808,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
273.4980164,8.689789772,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
277.7510071,239.8936615,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
282.3699951,83.42649078,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
295.75,28.46144295,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
299.4230042,380.2166443,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
303.4440002,47.45603943,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
305.0899963,274.1600647,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
309.4160156,17.71990585,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
313.1719971,24.70523834,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
316.4259949,449.2778015,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
321.5670166,9.375370026,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
346.7520142,764.0785522,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
348.6679993,522.7077026,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
353.4110107,12.13216686,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
355.7270508,11835.55371,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
357.1300659,3804.247314,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
357.901062,77.67546844,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
358.5960083,51.38205719,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
359.4300232,10.49505711,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
363.1700134,213.7837524,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
365.7550049,87.66864777,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
371.6480713,719.9794922,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
373.6100464,6884.874512,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
374.3420105,758.3780518,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
375.0030212,540.1506958,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
376.4720154,49.15522003,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
377.1719971,23.56799698,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
383.5010071,172.6275635,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
384.526001,188.6641235,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
391.4230042,87.18346405,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_103.raw,+ c ESI Full pr 103.100 [100.000-400.000],Scan #:1573,RT: 7.95,7.95,7.9,8
143.8720551,56.7967453,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
146.5000153,112.2390213,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
149.0000153,1099.307983,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
157.7500153,92.63384247,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
160.9260101,10.17545223,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
162.2400665,2893.132568,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
172.5850525,571.208313,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
181.4180145,959.2363892,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
185.0010071,334.3924866,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
188.5880127,80.45708466,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
189.5180664,1765.66687,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
190.2210083,618.1747437,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
191.1230621,639.4710693,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
192.2860107,1517.605835,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
195.4160156,307.4305725,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
202.2500153,299.84375,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
203.6580048,580.3410645,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
205.3340149,155.0672455,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
206.0850067,895.0216675,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
207.181015,113.6392212,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
208.0510559,2847.568848,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
208.8330078,260.9901733,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
213.5830078,599.3412476,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
214.3370056,132.3426971,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
215.9210663,745.5039673,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
226.0930176,279.9056091,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
227.8370056,378.4451904,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
229.3900604,55289.52344,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
230.3470612,3268.773926,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
231.2810669,1147.226196,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
235.3330078,336.903717,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
236.5020142,313.1252441,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
238.0540161,568.9530029,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
243.4170074,267.0350647,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
247.5080109,457.4507141,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
251.9210052,332.5232544,D:\030123IndoleProductScan\T3_pos_5uL_20230301_IndoleProductScan_CRFecesPoolMix_89_116.raw,+ c ESI Full pr 116.000 [100.000-400.000],Scan #:834,RT: 4.21,4.21,4.2,4.3
